"ITTER107","Territory","TIPO_DATO_VIOLENZA","Data type","SEXISTAT1","Gender","MOTIVOPS1","Possible causes","TIME","Select time","Value","Flag Codes","Flags"
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",71.9,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",69.8,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",84.4,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",77.2,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",57.8,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",65.5,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",61.7,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",35.8,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",38.6,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",37.2,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",55,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",70.4,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",62.8,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",74.6,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",77.9,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",76.3,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",68.4,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",81.8,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",75.3,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",69.2,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",74.3,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",71.8,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",73.8,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",81.4,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",77.7,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",58.3,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",63.8,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",61.1,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",39,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",34.2,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",36.5,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",54.6,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",68.7,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",61.9,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",74.3,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",73.8,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",74,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",74.5,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",80.8,,
"ITE1","Toscana","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",77.7,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",67.5,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",82.3,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",75.1,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",75.7,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",79.5,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",77.6,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",58.2,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",70.2,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",64.4,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",40.6,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",40.6,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",40.6,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",55.4,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",68.4,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",62.1,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",62.6,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",77.8,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",70.4,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",66.3,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",78.4,,
"ITE2","Umbria","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",72.5,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",60.2,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",74.5,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",67.4,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",62.9,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",85.4,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",74.3,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",52.9,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",76.1,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",64.7,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",28.3,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",46.9,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",37.7,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",47.3,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",73.2,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",60.4,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",72.7,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",80.1,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",76.5,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",61.4,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",84.6,,
"ITE3","Marche","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",73.1,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",67.1,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",77.7,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",72.5,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",68.2,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",86.7,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",77.6,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",58.6,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",63.2,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",61,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",35.1,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",38.9,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",37,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",57.1,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",71,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",64.2,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",77,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",80,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",78.5,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",66.7,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",82.3,,
"ITE4","Lazio","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",74.7,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",65.5,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",73.4,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",69.5,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",68.1,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",83.9,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",76.1,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",60.1,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",70.9,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",65.6,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",24.7,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",26.2,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",25.4,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",52.6,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",72,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",62.4,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",70.7,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",76.9,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",73.8,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",65.6,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",80,,
"ITF","Sud","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",72.9,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",67.6,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",67.2,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",67.4,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",61.9,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",81,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",71.6,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",66,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",63.8,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",64.9,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",31.9,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",25.3,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",28.5,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",52,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",63.9,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",58,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",75.1,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",74.5,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",74.8,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",64.9,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",71.7,,
"ITF1","Abruzzo","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",68.3,,
